userId,Recommendation 1,Predicted Rating 1,Recommendation 2,Predicted Rating 2,Recommendation 3,Predicted Rating 3,Recommendation 4,Predicted Rating 4,Recommendation 5,Predicted Rating 5
11851.0,180.0,0.9269365808709809,114.0,0.8112595473671005,75.0,0.7544127183608126,471.0,0.7524734155324926,192.0,0.7524734155324926
12440.0,129.0,0.9887808024126333,104.0,0.6789891955101884,436.0,0.5640912103011473,151.0,0.5552923281322755,241.0,0.5472377529210947
9164.0,490.0,0.9837205258152428,67.0,0.6770217221065473,404.0,0.579136691507678,614.0,0.5549454488787385,555.0,0.5474382071725965
9259.0,597.0,0.887497539542327,449.0,0.8419181714355214,69.0,0.7006761045940502,555.0,0.6114286162558953,511.0,0.6113379774991696
11213.0,97.0,0.950151588832194,190.0,0.7988764608834715,449.0,0.5912511531936986,265.0,0.5678712698100677,555.0,0.5625371891722376
8583.0,508.0,0.9821378688944968,57.0,0.6771257773791441,511.0,0.6370343908419469,514.0,0.6013300462285003,62.0,0.5888576542030947
12468.0,129.0,0.9898904117932023,104.0,0.6799767178749018,151.0,0.5542338743098687,241.0,0.5460407357083809,601.0,0.5456448544252687
9574.0,75.0,0.9632882631717211,169.0,0.8184712651886722,511.0,0.6503295259006325,455.0,0.6058944494686777,155.0,0.5949768904756148
10847.0,94.0,0.9889040265735228,88.0,0.7341558145833699,123.0,0.7125689221760007,601.0,0.5425236598059866,103.0,0.5416686314752949
8951.0,62.0,0.8878559063725593,392.0,0.8351421585133764,230.0,0.7203487761510741,57.0,0.6043624935236254,511.0,0.5819531831885054
12709.0,555.0,0.9683074913168958,129.0,0.7641474912187046,265.0,0.5716222224889426,104.0,0.551877488421585,449.0,0.5481941513215971
8520.0,55.0,0.9620715794455932,394.0,0.8613711704413178,70.0,0.814792579958806,511.0,0.6023952000879599,265.0,0.5792022944749008
4752.0,286.0,0.9642255135838342,119.0,0.8252396343856987,508.0,0.5960647832286831,511.0,0.5886860579907925,569.0,0.5825160148362479
9536.0,276.0,0.9555036851551844,72.0,0.7599602991341035,560.0,0.7383567789649672,217.0,0.6190128015290871,154.0,0.601056668124013
10303.0,90.0,0.9856544369547583,102.0,0.9682259751069904,138.0,0.7389390002977454,555.0,0.5296567827634203,526.0,0.5282393254483349
10290.0,90.0,0.9856544369547583,102.0,0.9682259751069904,138.0,0.7389390002977454,555.0,0.5296567827634203,526.0,0.5282393254483349
13134.0,477.0,0.9719534858077274,135.0,0.6801788347648303,136.0,0.6323665817474756,488.0,0.5847872498648342,511.0,0.5566023194820174
12137.0,263.0,0.9904693808978958,187.0,0.8105565488539012,217.0,0.6956314689638335,569.0,0.6835857850613116,326.0,0.661110410083507
9733.0,531.0,0.9217580227049404,82.0,0.8946582156405765,511.0,0.5487286058640568,532.0,0.5485249794053498,498.0,0.5425304268032508
11812.0,113.0,0.9457962351935083,220.0,0.8500940749173747,401.0,0.5984509396908562,555.0,0.5835051019318087,154.0,0.5777336100825318
